Gene stable ID	Gene name	Mouse gene stable ID	Mouse gene name	Mouse homology type
ENSG00000060140	STYK1	ENSMUSG00000032899	Styk1	ortholog_one2one
ENSG00000249212	ATP1B1P1			
ENSG00000281150	FAM90A21P			
ENSG00000103375	AQP8	ENSMUSG00000030762	Aqp8	ortholog_one2one
ENSG00000225716	ELOCP13			
ENSG00000166341	DCHS1	ENSMUSG00000036862	Dchs1	ortholog_one2one
ENSG00000240888	AC131210.1			
ENSG00000223590	MUC21			
ENSG00000226362	FAM41AY2			
ENSG00000184144	CNTN2	ENSMUSG00000053024	Cntn2	ortholog_one2one
ENSG00000226199	AC112492.2			
ENSG00000271727	AL357054.2			
ENSG00000267707	AC015961.2			
ENSG00000177042	TMEM80	ENSMUSG00000025505	Tmem80	ortholog_one2one
ENSG00000189186	DCAF8L2	ENSMUSG00000035395	Pet2	ortholog_one2many
ENSG00000204510	PRAMEF7	ENSMUSG00000078512	Pramef6	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000078510	Gm13101	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000046262	C87977	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000078626	Gm12790	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000094195	Gm6509	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000066031	Gm13023	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000038330	C87499	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000074720	AC140325.1	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000078511	Pramef25	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000096576	Oog1	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000066688	Gm13083	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000079424	Gm3259	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000078508	Gm13128	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000091585	AC140365.1	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000046862	Pramef8	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000078509	Pramef17	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000028591	Pramef12	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000094791	AC126035.1	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000041805	Pramel1	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000025838	Pramel6	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000078625	Gm12789	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000037028	Gm12800	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000047799	Oog4	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000096044	Gm16427	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000094337	Gm3286	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000029451	Gm13103	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000046435	Gm13078	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000070890	Gm12794	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000073721	Pramef20	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000070686	C87414	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000094383	AC123873.1	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000078513	Gm13088	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000070617	Gm13089	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000070616	Gm13040	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000095505	AC164084.1	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000070619	Gm13119	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000095503	Gm3147	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000066027	Gm10436	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000035201	B020004J07Rik	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000050810	Oog3	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000036749	Pramel5	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000059218	Gm13084	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000094172	AC163611.1	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000095475	AC133095.2	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000046133	C130073F10Rik	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000070618	BC080695	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000066030	Oog2	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000025839	Pramel7	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000072821	Gm6351	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000096728	AC140325.4	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000094474	AC123873.2	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000073724	Pramel4	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000096550	Gm16367	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000095763	AC124606.2	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000095523	AC124606.1	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000094722	AC125178.1	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000095666	AC164084.2	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000096756	AC165294.3	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000107392	Gm7792	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000096259	Gm3106	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000095074	Gm3139	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000095954	Gm3183	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000095996	Gm16513	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000094855	AC133095.1	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000095718	Gm6502	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000092166	Gm7942	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000096230	Gm16429	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000094043	Gm7971	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000070677	D5Ertd577e	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000079423	Gm3286	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000072813	E330014E10Rik	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000072822	BC061212	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000096139	Gm7978	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000073497	AA792892	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000095570	AC140325.3	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000096680	AC164084.3	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000074011	Gm7682	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000072814	Gm7982	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000095728	AC125178.3	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000094741	AC140325.2	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000096236	AC165294.2	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000094560	A430089I19Rik	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000096066	Gm10424	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000095076	AC125178.2	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000094303	AC165294.1	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000094836	AC123873.3	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000094887	AC163611.2	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000092073	Gm6205	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000096742	Gm6367	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000096276	Gm2042	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000095409	Gm13043	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000096154	Gm13057	ortholog_many2many
ENSG00000204510	PRAMEF7	ENSMUSG00000073723	Gm13102	ortholog_many2many
ENSG00000240592	EGFL8			
ENSG00000276337	AC105429.1			
ENSG00000225024	AC015977.1			
ENSG00000187545	PRAMEF10	ENSMUSG00000078512	Pramef6	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000078510	Gm13101	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000046262	C87977	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000078626	Gm12790	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000094195	Gm6509	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000066031	Gm13023	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000038330	C87499	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000074720	AC140325.1	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000078511	Pramef25	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000096576	Oog1	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000066688	Gm13083	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000079424	Gm3259	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000078508	Gm13128	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000091585	AC140365.1	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000046862	Pramef8	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000078509	Pramef17	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000028591	Pramef12	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000094791	AC126035.1	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000041805	Pramel1	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000025838	Pramel6	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000078625	Gm12789	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000037028	Gm12800	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000047799	Oog4	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000096044	Gm16427	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000094337	Gm3286	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000029451	Gm13103	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000046435	Gm13078	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000070890	Gm12794	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000073721	Pramef20	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000070686	C87414	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000094383	AC123873.1	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000078513	Gm13088	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000070617	Gm13089	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000070616	Gm13040	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000095505	AC164084.1	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000070619	Gm13119	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000095503	Gm3147	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000066027	Gm10436	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000035201	B020004J07Rik	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000050810	Oog3	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000036749	Pramel5	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000059218	Gm13084	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000094172	AC163611.1	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000095475	AC133095.2	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000046133	C130073F10Rik	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000070618	BC080695	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000066030	Oog2	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000025839	Pramel7	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000072821	Gm6351	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000096728	AC140325.4	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000094474	AC123873.2	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000073724	Pramel4	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000096550	Gm16367	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000095763	AC124606.2	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000095523	AC124606.1	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000094722	AC125178.1	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000095666	AC164084.2	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000096756	AC165294.3	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000107392	Gm7792	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000096259	Gm3106	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000095074	Gm3139	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000095954	Gm3183	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000095996	Gm16513	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000094855	AC133095.1	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000095718	Gm6502	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000092166	Gm7942	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000096230	Gm16429	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000094043	Gm7971	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000070677	D5Ertd577e	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000079423	Gm3286	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000072813	E330014E10Rik	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000072822	BC061212	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000096139	Gm7978	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000073497	AA792892	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000095570	AC140325.3	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000096680	AC164084.3	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000074011	Gm7682	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000072814	Gm7982	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000095728	AC125178.3	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000094741	AC140325.2	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000096236	AC165294.2	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000094560	A430089I19Rik	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000096066	Gm10424	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000095076	AC125178.2	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000094303	AC165294.1	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000094836	AC123873.3	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000094887	AC163611.2	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000092073	Gm6205	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000096742	Gm6367	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000096276	Gm2042	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000095409	Gm13043	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000096154	Gm13057	ortholog_many2many
ENSG00000187545	PRAMEF10	ENSMUSG00000073723	Gm13102	ortholog_many2many
ENSG00000225378	AC015977.2			
ENSG00000134759	ELP2	ENSMUSG00000024271	Elp2	ortholog_one2one
ENSG00000158014	SLC30A2	ENSMUSG00000028836	Slc30a2	ortholog_one2one
ENSG00000101199	ARFGAP1	ENSMUSG00000027575	Arfgap1	ortholog_one2one
ENSG00000223553	SMPD4P1			
ENSG00000232884	AF127936.2			
ENSG00000280063	AC012676.5			
ENSG00000261008	LINC01572			
ENSG00000260664	AC004158.1			
ENSG00000224960	PPP4R3C	ENSMUSG00000079513	4932429P05Rik	ortholog_one2many
ENSG00000224960	PPP4R3C	ENSMUSG00000035387	4930415L06Rik	ortholog_one2many
ENSG00000228691	NEU1			
ENSG00000133884	DPF2	ENSMUSG00000024826	Dpf2	ortholog_one2one
ENSG00000261673	AC009075.1			
ENSG00000262536	AC192820.1			
ENSG00000162426	SLC45A1	ENSMUSG00000039838	Slc45a1	ortholog_one2one
ENSG00000175806	MSRA	ENSMUSG00000054733	Msra	ortholog_one2one
ENSG00000139304	PTPRQ	ENSMUSG00000035916	Ptprq	ortholog_one2one
ENSG00000229923	AL583803.1			
ENSG00000282006	AC243660.1			
ENSG00000233807	AC097262.1			
ENSG00000162642	C1orf52	ENSMUSG00000036873	2410004B18Rik	ortholog_one2one
ENSG00000233492	AL133325.2			
ENSG00000257763	OR5BK1P			
ENSG00000261570	AC073878.1			
ENSG00000270157	AC004918.3			
ENSG00000137440	FGFBP1	ENSMUSG00000048373	Fgfbp1	ortholog_one2one
ENSG00000213432	RPL17P34			
ENSG00000213058	AL365357.1			
ENSG00000188984	AADACL3	ENSMUSG00000078507	Aadacl3	ortholog_one2one
ENSG00000273015	AC008124.1			
ENSG00000271408	NAPGP1			
ENSG00000273091	AP000255.1			
ENSG00000282146	AF186192.4			
ENSG00000229468	RPL39P18			
ENSG00000276041	KIR3DP1			
ENSG00000232648	AC107214.1			
ENSG00000276759	AL353753.1			
ENSG00000255267	AC018716.2			
ENSG00000129636	ITFG1	ENSMUSG00000031703	Itfg1	ortholog_one2one
ENSG00000272677	AC124016.1			
ENSG00000275228	AC024257.5			
ENSG00000282914	Z83818.2			
ENSG00000271205	Z83818.1			
ENSG00000064489	BORCS8-MEF2B	ENSMUSG00000079033	Mef2b	ortholog_one2many
ENSG00000264937	AC100830.2			
ENSG00000181656	GPR88	ENSMUSG00000068696	Gpr88	ortholog_one2one
ENSG00000176774	MAGEB18	ENSMUSG00000067649	Mageb18	ortholog_one2one
ENSG00000214668	SLC29A4P1			
ENSG00000227312	AL445686.1			
ENSG00000087253	LPCAT2	ENSMUSG00000033192	Lpcat2	ortholog_one2one
ENSG00000184454	NCMAP	ENSMUSG00000043924	Ncmap	ortholog_one2one
ENSG00000270433	AL049829.3			
ENSG00000282076	KCNQ1			
ENSG00000196922	ZNF252P			
ENSG00000219712	AL357054.1			
ENSG00000214954	LRRC69	ENSMUSG00000023151	Lrrc69	ortholog_one2one
ENSG00000172493	AFF1	ENSMUSG00000029313	Aff1	ortholog_one2one
ENSG00000259246	HMGN2P47			
ENSG00000130701	RBBP8NL	ENSMUSG00000038980	Rbbp8nl	ortholog_one2one
ENSG00000216490	IFI30			
ENSG00000275118	MBOAT7			
ENSG00000231403	AC099344.2			
ENSG00000225876	AC024067.1			
ENSG00000185736	ADARB2	ENSMUSG00000052551	Adarb2	ortholog_one2one
ENSG00000112685	EXOC2	ENSMUSG00000021357	Exoc2	ortholog_one2one
ENSG00000259665	AC021231.3			
ENSG00000259181	AC114546.1			
ENSG00000129873	CDY2B	ENSMUSG00000059288	Cdyl	ortholog_one2many
ENSG00000182333	LIPF	ENSMUSG00000024768	Lipf	ortholog_one2one
ENSG00000105135	ILVBL	ENSMUSG00000032763	Ilvbl	ortholog_one2one
ENSG00000268564	AC003956.1			
ENSG00000266268	AP005203.1			
ENSG00000183690	EFHC2	ENSMUSG00000025038	Efhc2	ortholog_one2one
ENSG00000175886	RPL7AP66			
ENSG00000236790	LINC00299			
ENSG00000242608	RPS23P5			
ENSG00000186648	CARMIL3	ENSMUSG00000022211	Carmil3	ortholog_one2one
ENSG00000250868	XKRY			
ENSG00000271611	AC006006.1			
ENSG00000278758	KIR3DL2			
ENSG00000250826	HNRNPA3P13			
ENSG00000273184	AC010655.4			
ENSG00000166716	ZNF592	ENSMUSG00000005621	Zfp592	ortholog_one2one
ENSG00000283403	AC005394.2			
ENSG00000226098	SEC11B			
ENSG00000226878	GSTM3P2			
ENSG00000113594	LIFR	ENSMUSG00000054263	Lifr	ortholog_one2one
ENSG00000244968	LIFR-AS1			
ENSG00000253872	AC083836.1			
ENSG00000253351	LINC01298			
ENSG00000142449	FBN3			
ENSG00000253945	AC024995.1			
ENSG00000196329	GIMAP5	ENSMUSG00000043505	Gimap5	ortholog_many2many
ENSG00000196329	GIMAP5	ENSMUSG00000039264	Gimap3	ortholog_many2many
ENSG00000278890	FP325330.2			
ENSG00000166451	CENPN	ENSMUSG00000031756	Cenpn	ortholog_one2one
ENSG00000085433	WDR47	ENSMUSG00000040389	Wdr47	ortholog_one2one
ENSG00000237349	BX679664.2			
ENSG00000188089	PLA2G4E	ENSMUSG00000050211	Pla2g4e	ortholog_one2one
ENSG00000126067	PSMB2	ENSMUSG00000028837	Psmb2	ortholog_one2one
ENSG00000205559	CHKB-AS1			
ENSG00000273821	AL096828.3			
ENSG00000213626	LBH	ENSMUSG00000024063	Lbh	ortholog_one2one
ENSG00000248282	MTCYBP44			
ENSG00000260693	AC026150.1			
ENSG00000008710	PKD1	ENSMUSG00000032855	Pkd1	ortholog_one2one
ENSG00000260784	AC026150.2			
ENSG00000234968	HLA-DQB3			
ENSG00000100060	MFNG	ENSMUSG00000018169	Mfng	ortholog_one2one
ENSG00000284380	AC006328.2			
ENSG00000247473	CARS-AS1			
ENSG00000158552	ZFAND2B	ENSMUSG00000026197	Zfand2b	ortholog_one2one
ENSG00000242195	SRRM1P2			
ENSG00000115109	EPB41L5	ENSMUSG00000026383	Epb41l5	ortholog_one2one
ENSG00000153898	MCOLN2	ENSMUSG00000011008	Mcoln2	ortholog_one2one
ENSG00000279550	AL359757.1			
ENSG00000224789	AC012363.1			
ENSG00000179934	CCR8	ENSMUSG00000042262	Ccr8	ortholog_one2one
ENSG00000152669	CCNO	ENSMUSG00000042417	Ccno	ortholog_one2one
ENSG00000243296	AC078828.1			
ENSG00000260273	AL359711.2			
ENSG00000273533	FAM181A			
ENSG00000224979	LSM2			
ENSG00000233317	MTCO3P1			
ENSG00000249074	NDUFB2P1			
ENSG00000270367	AC092053.1			
ENSG00000224207	AC018797.1			
ENSG00000242349	NPPA-AS1			
ENSG00000276986	HEATR9			
ENSG00000282202	AC015849.10			
ENSG00000259598	AC116158.2			
ENSG00000269678	OR7A18P			
ENSG00000120925	RNF170	ENSMUSG00000109850	Gm45692	ortholog_one2many
ENSG00000120925	RNF170	ENSMUSG00000013878	Rnf170	ortholog_one2many
ENSG00000130479	MAP1S	ENSMUSG00000019261	Map1s	ortholog_one2one
ENSG00000255692	AC002563.1			
ENSG00000243658	MTND5P16			
ENSG00000224791	KRT18P39			
ENSG00000224836	AL356498.1			
ENSG00000092067	CEBPE	ENSMUSG00000052435	Cebpe	ortholog_one2one
ENSG00000227268	KLLN			
ENSG00000151718	WWC2	ENSMUSG00000031563	Wwc2	ortholog_one2one
ENSG00000164687	FABP5			
ENSG00000284418	AL391117.1			
ENSG00000223906	AC104457.2			
ENSG00000013588	GPRC5A	ENSMUSG00000046733	Gprc5a	ortholog_one2one
ENSG00000239473	RPL7P38			
ENSG00000263809	AC135178.2			
ENSG00000121691	CAT	ENSMUSG00000027187	Cat	ortholog_one2one
ENSG00000211788	TRAV13-1	ENSMUSG00000094792	Trav10d	ortholog_many2many
ENSG00000211788	TRAV13-1	ENSMUSG00000095607	Trav5-4	ortholog_many2many
ENSG00000211788	TRAV13-1	ENSMUSG00000076761	Trav5-1	ortholog_many2many
ENSG00000211788	TRAV13-1	ENSMUSG00000096106	Trav5d-4	ortholog_many2many
ENSG00000211788	TRAV13-1	ENSMUSG00000095646	Trav10n	ortholog_many2many
ENSG00000211788	TRAV13-1	ENSMUSG00000096551	Trav10	ortholog_many2many
ENSG00000211788	TRAV13-1	ENSMUSG00000096168	Trav5n-4	ortholog_many2many
ENSG00000166446	CDYL2	ENSMUSG00000031758	Cdyl2	ortholog_one2one
ENSG00000260064	AC092332.1			
ENSG00000204704	OR2W1	ENSMUSG00000071522	Olfr263	ortholog_one2many
ENSG00000204704	OR2W1	ENSMUSG00000060404	Olfr1369-ps1	ortholog_one2many
ENSG00000250012	AC079848.1			
ENSG00000282949	PCMTD1P7			
ENSG00000215586	AL031679.1			
ENSG00000254126	CD8B2			
ENSG00000265038	PMM2P1			
ENSG00000166123	GPT2	ENSMUSG00000031700	Gpt2	ortholog_one2one
ENSG00000237215	DEFB131D			
ENSG00000282870	FRG1DP			
ENSG00000280213	UCKL1-AS1			
ENSG00000279833	AL031846.2			
ENSG00000185753	CXorf38	ENSMUSG00000044148	1810030O07Rik	ortholog_one2one
ENSG00000248358	AC243972.1			
ENSG00000282450	AC012676.7			
ENSG00000244281	AC107302.1			
ENSG00000214003	ATP5F1P3			
ENSG00000284691	AC073111.5	ENSMUSG00000053297	AI854703	ortholog_one2one
ENSG00000284659	AC073869.9			
ENSG00000106278	PTPRZ1	ENSMUSG00000068748	Ptprz1	ortholog_one2one
ENSG00000281815	AC127032.2			
ENSG00000242781	LINC02050			
ENSG00000235068	POU5F1			
ENSG00000270776	AC012443.1			
ENSG00000167104	BPIFB6	ENSMUSG00000068009	Bpifb6	ortholog_one2one
ENSG00000164287	CDC20B	ENSMUSG00000078926	Cdc20b	ortholog_one2one
ENSG00000117262	GPR89A	ENSMUSG00000028096	Gpr89	ortholog_one2many
ENSG00000164294	GPX8	ENSMUSG00000021760	Gpx8	ortholog_one2one
ENSG00000230777	RPS29P5			
ENSG00000120337	TNFSF18	ENSMUSG00000066755	Tnfsf18	ortholog_one2one
ENSG00000250272	TRMT112P1			
ENSG00000270394	MTRNR2L13			
ENSG00000271869	AC026979.3			
ENSG00000206560	ANKRD28	ENSMUSG00000014496	Ankrd28	ortholog_one2one
ENSG00000228712	HSD17B8			
ENSG00000238205	MPC1L			
ENSG00000140835	CHST4	ENSMUSG00000035930	Chst4	ortholog_one2one
ENSG00000173214	MFSD4B	ENSMUSG00000071335	Mfsd4b3	ortholog_one2many
